Unnamed: 0,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
1335419,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,16:00.0,14:00.0,16:00.0,14:00.0,0,0,2,2,0,-2,-2,0
480018,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
480019,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
1450900,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,21:00.0,16:00.0,18:00.0,16:00.0,0,0,1,5,4,-2,2,0
959760,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,26:00.0,,19:00.0,21:00.0,0,,1,,,,6,
909356,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,28:00.0,26:00.0,20:00.0,26:00.0,0,0,1,2,1,6,7,0
259310,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,30:00.0,28:00.0,21:00.0,28:00.0,0,0,2,2,0,7,7,0
802925,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,32:00.0,30:00.0,23:00.0,30:00.0,0,0,1,2,1,7,8,0
296844,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,34:00.0,32:00.0,24:00.0,32:00.0,0,0,3,2,-1,8,7,0
1322977,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,36:00.0,34:00.0,27:00.0,34:00.0,0,0,1,2,1,7,8,0
947900,844,3/16/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,37:00.0,36:00.0,28:00.0,36:00.0,0,0,2,1,-1,8,7,0
1593209,844,3/16/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,46:00.0,41:00.0,30:00.0,37:00.0,1,4,4,5,1,10,11,3
1285390,844,3/16/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,48:00.0,46:00.0,35:00.0,46:00.0,0,0,2,2,0,11,11,0
19298,844,3/16/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,53:00.0,50:00.0,37:00.0,48:00.0,1,2,4,3,-1,12,11,1
1525521,844,3/16/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,42:00.0,44:00.0,55:00.0,53:00.0,42:00.0,53:00.0,0,0,2,2,0,11,11,0
729988,844,3/16/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,44:00.0,48:00.0,58:00.0,55:00.0,44:00.0,55:00.0,0,0,4,3,-1,11,10,0
1326817,844,3/17/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
2178287,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,12:00.0,12:00.0,13:00.0,12:00.0,0,0,1,0,-1,-1,-2,0
1871087,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,13:00.0,12:00.0,14:00.0,12:00.0,0,0,1,1,0,-2,-2,0
830855,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,13:00.0,15:00.0,13:00.0,0,0,1,1,0,-2,-2,0
678119,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,15:00.0,14:00.0,16:00.0,14:00.0,0,0,2,1,-1,-2,-3,0
779116,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,15:00.0,18:00.0,15:00.0,0,0,0,1,1,-3,-2,0
710307,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
1990476,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,1,1,0,-2,-2,0
919614,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,17:00.0,17:00.0,19:00.0,17:00.0,0,0,1,0,-1,-2,-3,0
2198521,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,18:00.0,17:00.0,20:00.0,17:00.0,0,0,1,1,0,-3,-3,0
1700821,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,20:00.0,18:00.0,21:00.0,18:00.0,0,0,2,2,0,-3,-3,0
1709582,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,22:00.0,20:00.0,23:00.0,20:00.0,0,0,1,2,1,-3,-2,0
614757,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,24:00.0,22:00.0,24:00.0,22:00.0,0,0,3,2,-1,-2,-3,0
996022,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,25:00.0,24:00.0,27:00.0,24:00.0,0,0,1,1,0,-3,-3,0
96893,844,3/17/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,27:00.0,25:00.0,28:00.0,25:00.0,0,0,2,2,0,-3,-3,0
2262373,844,3/17/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,34:00.0,30:00.0,30:00.0,27:00.0,1,3,4,4,0,-1,-1,2
1323806,844,3/17/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,36:00.0,34:00.0,35:00.0,34:00.0,0,0,2,2,0,-1,-1,0
2553068,844,3/17/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,40:00.0,38:00.0,37:00.0,36:00.0,1,2,4,2,-2,0,-2,1
2447812,844,3/17/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,42:00.0,44:00.0,43:00.0,40:00.0,42:00.0,40:00.0,0,0,2,3,1,-2,-1,0
2136926,844,3/17/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,44:00.0,48:00.0,45:00.0,43:00.0,44:00.0,43:00.0,0,0,4,2,-2,-1,-3,0
1880584,844,3/18/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
1961991,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,13:00.0,12:00.0,13:00.0,12:00.0,0,0,1,1,0,-1,-1,0
775967,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,13:00.0,0,0,1,1,0,-1,-1,0
1295761,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,15:00.0,14:00.0,15:00.0,14:00.0,0,0,1,1,0,-1,-1,0
1831098,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,17:00.0,15:00.0,16:00.0,15:00.0,0,0,2,2,0,-1,-1,0
2168481,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,18:00.0,17:00.0,18:00.0,17:00.0,0,0,0,1,1,-1,0,0
1114090,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,18:00.0,18:00.0,18:00.0,18:00.0,0,0,0,0,0,0,0,0
2343921,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,19:00.0,18:00.0,18:00.0,18:00.0,0,0,1,1,0,0,0,0
1510954,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,19:00.0,19:00.0,19:00.0,19:00.0,0,0,1,0,-1,0,-1,0
1818056,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,20:00.0,19:00.0,20:00.0,19:00.0,0,0,1,1,0,-1,-1,0
1969259,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,22:00.0,20:00.0,21:00.0,20:00.0,0,0,2,2,0,-1,-1,0
721274,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,24:00.0,22:00.0,23:00.0,22:00.0,0,0,1,2,1,-1,0,0
886334,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,26:00.0,24:00.0,24:00.0,24:00.0,0,0,3,2,-1,0,-1,0
71538,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,27:00.0,26:00.0,27:00.0,26:00.0,0,0,1,1,0,-1,-1,0
1602209,844,3/18/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,28:00.0,27:00.0,28:00.0,27:00.0,0,0,2,1,-1,-1,-2,0
279000,844,3/18/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,34:00.0,30:00.0,30:00.0,28:00.0,1,2,4,4,0,-1,-1,1
1136205,844,3/18/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,37:00.0,34:00.0,35:00.0,34:00.0,0,0,2,3,1,-1,0,0
1835275,844,3/18/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,42:00.0,39:00.0,37:00.0,37:00.0,1,2,4,3,-1,1,0,1
2123500,844,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,42:00.0,44:00.0,45:00.0,42:00.0,42:00.0,42:00.0,0,0,2,3,1,0,1,0
1406041,844,3/18/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,44:00.0,48:00.0,48:00.0,45:00.0,44:00.0,45:00.0,0,0,4,3,-1,1,0,0
1880576,844,3/19/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
1961990,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,13:00.0,12:00.0,13:00.0,12:00.0,0,0,1,1,0,-1,-1,0
705346,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,13:00.0,0,0,1,1,0,-1,-1,0
750982,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,14:00.0,15:00.0,14:00.0,0,0,1,0,-1,-1,-2,0
1335415,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,16:00.0,14:00.0,16:00.0,14:00.0,0,0,2,2,0,-2,-2,0
480013,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
982816,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,0,1,1,-2,-1,0
368397,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,18:00.0,17:00.0,18:00.0,17:00.0,0,0,1,1,0,-1,-1,0
1061183,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,18:00.0,18:00.0,19:00.0,18:00.0,0,0,1,0,-1,-1,-2,0
2233594,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,19:00.0,18:00.0,20:00.0,18:00.0,0,0,1,1,0,-2,-2,0
1701720,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,22:00.0,19:00.0,21:00.0,19:00.0,0,0,2,3,1,-2,-1,0
2211215,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,23:00.0,22:00.0,23:00.0,22:00.0,0,0,1,1,0,-1,-1,0
915975,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,3,3,0,-1,-1,0
71536,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,27:00.0,26:00.0,27:00.0,26:00.0,0,0,1,1,0,-1,-1,0
2565600,844,3/19/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,29:00.0,27:00.0,28:00.0,27:00.0,0,0,2,2,0,-1,-1,0
899495,844,3/19/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,35:00.0,31:00.0,30:00.0,29:00.0,1,2,4,4,0,0,0,1
1383025,844,3/19/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,37:00.0,35:00.0,35:00.0,35:00.0,0,0,2,2,0,0,0,0
2054176,844,3/19/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,42:00.0,40:00.0,37:00.0,37:00.0,1,3,4,2,-2,2,0,2
2123499,844,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,42:00.0,44:00.0,45:00.0,42:00.0,42:00.0,42:00.0,0,0,2,3,1,0,1,0
124300,844,3/19/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,44:00.0,48:00.0,49:00.0,45:00.0,44:00.0,45:00.0,0,0,4,4,0,1,1,0
856173,844,3/20/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,14:00.0,09:00.0,,,,,3,5,2,-1,1,
1296003,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,0,0,1,1,0,1,1,0
750992,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,16:00.0,15:00.0,14:00.0,15:00.0,0,0,1,1,0,1,1,0
1076428,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,17:00.0,16:00.0,15:00.0,16:00.0,0,0,1,1,0,1,1,0
243587,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,19:00.0,17:00.0,16:00.0,17:00.0,0,0,2,2,0,1,1,0
2275852,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,19:00.0,19:00.0,18:00.0,19:00.0,0,0,0,0,0,1,1,0
1788347,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,20:00.0,19:00.0,18:00.0,19:00.0,0,0,0,1,1,1,2,0
2008524,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,20:00.0,20:00.0,18:00.0,20:00.0,0,0,1,0,-1,2,1,0
2278424,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,21:00.0,20:00.0,19:00.0,20:00.0,0,0,1,1,0,1,1,0
2413978,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,21:00.0,21:00.0,20:00.0,21:00.0,0,0,1,0,-1,1,0,0
647690,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,24:00.0,21:00.0,21:00.0,21:00.0,0,0,2,3,1,0,1,0
1059427,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,25:00.0,24:00.0,23:00.0,24:00.0,0,0,1,1,0,1,1,0
2118819,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,27:00.0,25:00.0,24:00.0,25:00.0,0,0,3,2,-1,1,0,0
1774874,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,28:00.0,27:00.0,27:00.0,27:00.0,0,0,1,1,0,0,0,0
1981094,844,3/20/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,30:00.0,28:00.0,28:00.0,28:00.0,0,0,2,2,0,0,0,0
519658,844,3/20/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,36:00.0,32:00.0,30:00.0,30:00.0,1,2,4,4,0,1,1,1
1993703,844,3/20/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,38:00.0,36:00.0,35:00.0,36:00.0,0,0,2,2,0,1,1,0
2430517,844,3/20/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,43:00.0,40:00.0,37:00.0,38:00.0,1,2,4,3,-1,2,1,1
2312672,844,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,42:00.0,44:00.0,45:00.0,43:00.0,42:00.0,43:00.0,0,0,2,2,0,1,1,0
124301,844,3/20/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,44:00.0,48:00.0,49:00.0,45:00.0,44:00.0,45:00.0,0,0,4,4,0,1,1,0
1852855,844,3/21/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,11:00.0,08:00.0,,,,,3,3,0,-2,-2,
1236938,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,12:00.0,11:00.0,13:00.0,11:00.0,0,0,1,1,0,-2,-2,0
1963409,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,13:00.0,12:00.0,14:00.0,12:00.0,0,0,1,1,0,-2,-2,0
775972,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,13:00.0,15:00.0,13:00.0,0,0,1,1,0,-2,-2,0
1335418,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,15:00.0,14:00.0,16:00.0,14:00.0,0,0,2,1,-1,-2,-3,0
480016,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,15:00.0,18:00.0,15:00.0,0,0,0,1,1,-3,-2,0
480017,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
2020316,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,1,1,0,-2,-2,0
956009,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,17:00.0,17:00.0,19:00.0,17:00.0,0,0,1,0,-1,-2,-3,0
1205623,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,18:00.0,17:00.0,20:00.0,17:00.0,0,0,1,1,0,-3,-3,0
2335104,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,21:00.0,18:00.0,21:00.0,18:00.0,0,0,2,3,1,-3,-2,0
2088697,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,23:00.0,21:00.0,23:00.0,21:00.0,0,0,1,2,1,-2,-1,0
916139,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,25:00.0,23:00.0,24:00.0,23:00.0,0,0,3,2,-1,-1,-2,0
773410,844,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,26:00.0,25:00.0,27:00.0,25:00.0,0,0,1,1,0,-2,-2,0
1551225,844,3/21/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,28:00.0,26:00.0,28:00.0,26:00.0,0,0,2,2,0,-2,-2,0
278998,844,3/21/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,34:00.0,30:00.0,30:00.0,28:00.0,1,2,4,4,0,-1,-1,1
858191,844,3/21/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,36:00.0,34:00.0,35:00.0,34:00.0,0,0,2,2,0,-1,-1,0
