Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Delay_Departure,Delay_Arrival,Start,End,Path,AvgFörsening_Imputed
40767.0,2019-03-01,GT,GODS,Passage,Passage,0,-,0,-,31,Ls,Blg,Fors,Fs,Jularbo,Ju,2019-03-01 19:18:00,2019-03-01 19:22:00,2019-03-01 18:19:00,2019-03-01 18:15:00,2019-03-01 19:18:00.000,2019-03-01 18:15:00.000,0.0,0.0,4,4.0,0.0,-63.0,-63.0,0.0,-63.0,-63.0,Acm,Avky,Ju,-63.0
40767.0,2019-03-01,GT,GODS,Passage,Uppehåll,0,-,0,Uppehåll av teknisk/personalrelaterad typ,32,Ls,Blg,Jularbo,Ju,Avesta Krylbo,Avky,2019-03-01 19:22:00,2019-03-01 19:27:00,2019-03-01 18:29:00,2019-03-01 18:19:00,2019-03-01 19:22:00.000,2019-03-01 18:19:00.000,0.0,0.0,5,10.0,5.0,-63.0,-58.0,0.0,-63.0,-58.0,Acm,Avky,Avky,-63.0
40767.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,1,Ls,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-08 20:08:00,2019-03-08 20:15:00,2019-03-08 18:49:00,2019-03-08 18:43:00,,,,,7,6.0,-1.0,-85.0,-86.0,,-85.0,-86.0,Acm,Avky,Acm,-85.0
40767.0,2019-03-08,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Ls,Blg,Ljusdal,Ls,Skästra,Skä,2019-03-08 15:55:00,2019-03-08 16:05:00,2019-03-08 15:07:00,2019-03-08 15:01:00,,,,,10,6.0,-4.0,-54.0,-58.0,,-54.0,-58.0,Acm,Avky,Skä,-54.0
40767.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,2,Ls,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-08 20:15:00,2019-03-08 20:21:00,2019-03-08 18:55:00,,2019-03-08 20:15:00.000,2019-03-08 18:49:00.000,0.0,,6,,,,-86.0,,,-86.0,Acm,Avky,Snb,
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,2,Ls,Blg,Skästra,Skä,Järvsö,Jr,2019-03-08 16:05:00,2019-03-08 16:08:00,2019-03-08 15:10:00,2019-03-08 15:07:00,2019-03-08 16:05:00.000,2019-03-08 15:07:00.000,0.0,0.0,3,3.0,0.0,-58.0,-58.0,0.0,-58.0,-58.0,Acm,Avky,Jr,-58.0
40767.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,3,Ls,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-08 21:03:00,2019-03-08 21:13:00,2019-03-08 19:04:00,2019-03-08 18:55:00,2019-03-08 20:21:00.000,2019-03-08 18:55:00.000,42.0,0.0,10,9.0,-1.0,-128.0,-129.0,-42.0,-128.0,-129.0,Acm,Avky,Hdm,-128.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,3,Ls,Blg,Järvsö,Jr,Lörstrand,Lö,2019-03-08 16:08:00,2019-03-08 16:12:00,2019-03-08 15:21:00,2019-03-08 15:10:00,2019-03-08 16:08:00.000,2019-03-08 15:10:00.000,0.0,0.0,4,11.0,7.0,-58.0,-51.0,0.0,-58.0,-51.0,Acm,Avky,Lö,-58.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,4,Ls,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-08 21:13:00,2019-03-08 21:19:00,2019-03-08 19:09:00,2019-03-08 19:04:00,2019-03-08 21:13:00.000,2019-03-08 19:04:00.000,0.0,0.0,6,5.0,-1.0,-129.0,-130.0,0.0,-129.0,-130.0,Acm,Avky,Vhy,-129.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,4,Ls,Blg,Lörstrand,Lö,Karsjö,Ksö,2019-03-08 16:12:00,2019-03-08 16:16:00,2019-03-08 15:34:00,2019-03-08 15:21:00,2019-03-08 16:12:00.000,2019-03-08 15:21:00.000,0.0,0.0,4,13.0,9.0,-51.0,-42.0,0.0,-51.0,-42.0,Acm,Avky,Ksö,-51.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,5,Ls,Blg,Karsjö,Ksö,Simeå,Små,2019-03-08 16:16:00,2019-03-08 16:24:00,2019-03-08 15:42:00,2019-03-08 15:34:00,2019-03-08 16:16:00.000,2019-03-08 15:34:00.000,0.0,0.0,8,8.0,0.0,-42.0,-42.0,0.0,-42.0,-42.0,Acm,Avky,Små,-42.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,5,Ls,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-08 21:19:00,2019-03-08 21:25:00,2019-03-08 19:29:00,2019-03-08 19:09:00,2019-03-08 21:19:00.000,2019-03-08 19:09:00.000,0.0,0.0,6,20.0,14.0,-130.0,-116.0,0.0,-130.0,-116.0,Acm,Avky,St,-130.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,6,Ls,Blg,Simeå,Små,Vallsta,Vl,2019-03-08 16:24:00,2019-03-08 16:28:00,2019-03-08 15:46:00,2019-03-08 15:42:00,2019-03-08 16:24:00.000,2019-03-08 15:42:00.000,0.0,0.0,4,4.0,0.0,-42.0,-42.0,0.0,-42.0,-42.0,Acm,Avky,Vl,-42.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,6,Ls,Blg,Säter,St,Gustafs,Gtf,2019-03-08 21:25:00,2019-03-08 21:33:00,2019-03-08 19:37:00,2019-03-08 19:29:00,2019-03-08 21:25:00.000,2019-03-08 19:29:00.000,0.0,0.0,8,8.0,0.0,-116.0,-116.0,0.0,-116.0,-116.0,Acm,Avky,Gtf,-116.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,7,Ls,Blg,Vallsta,Vl,Arbrå,Ab,2019-03-08 16:28:00,2019-03-08 16:31:00,2019-03-08 15:50:00,2019-03-08 15:46:00,2019-03-08 16:28:00.000,2019-03-08 15:46:00.000,0.0,0.0,3,4.0,1.0,-42.0,-41.0,0.0,-42.0,-41.0,Acm,Avky,Ab,-42.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,7,Ls,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-08 21:33:00,2019-03-08 21:37:00,2019-03-08 19:41:00,2019-03-08 19:37:00,2019-03-08 21:33:00.000,2019-03-08 19:37:00.000,0.0,0.0,4,4.0,0.0,-116.0,-116.0,0.0,-116.0,-116.0,Acm,Avky,Sau,-116.0
40767.0,2019-03-08,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Ls,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-08 21:37:00,2019-03-08 21:43:00,2019-03-08 19:50:00,2019-03-08 19:41:00,2019-03-08 21:37:00.000,2019-03-08 19:41:00.000,0.0,0.0,6,9.0,3.0,-116.0,-113.0,0.0,-116.0,-113.0,Acm,Avky,Blg,-116.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,8,Ls,Blg,Arbrå,Ab,Lottefors,Lot,2019-03-08 16:31:00,2019-03-08 16:35:00,2019-03-08 15:54:00,2019-03-08 15:50:00,2019-03-08 16:31:00.000,2019-03-08 15:50:00.000,0.0,0.0,4,4.0,0.0,-41.0,-41.0,0.0,-41.0,-41.0,Acm,Avky,Lot,-41.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,9,Ls,Blg,Lottefors,Lot,Röste,Rte,2019-03-08 16:35:00,2019-03-08 16:38:00,2019-03-08 15:57:00,2019-03-08 15:54:00,2019-03-08 16:35:00.000,2019-03-08 15:54:00.000,0.0,0.0,3,3.0,0.0,-41.0,-41.0,0.0,-41.0,-41.0,Acm,Avky,Rte,-41.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,10,Ls,Blg,Röste,Rte,Bollnäs,Bn,2019-03-08 16:38:00,2019-03-08 16:41:00,2019-03-08 15:59:00,,2019-03-08 16:38:00.000,2019-03-08 15:57:00.000,0.0,,3,,,,-42.0,,,-42.0,Acm,Avky,Bn,
40767.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,11,Ls,Blg,Bollnäs,Bn,Kilafors,Kls,2019-03-08 16:41:00,2019-03-08 16:54:00,2019-03-08 16:11:00,2019-03-08 15:59:00,2019-03-08 16:41:00.000,2019-03-08 15:59:00.000,0.0,0.0,13,12.0,-1.0,-42.0,-43.0,0.0,-42.0,-43.0,Acm,Avky,Kls,-42.0
40767.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,12,Ls,Blg,Kilafors,Kls,Lilltjära,Ltj,2019-03-08 17:30:00,2019-03-08 17:34:00,2019-03-08 16:26:00,2019-03-08 16:11:00,2019-03-08 16:54:00.000,2019-03-08 16:11:00.000,36.0,0.0,4,15.0,11.0,-79.0,-68.0,-36.0,-79.0,-68.0,Acm,Avky,Ltj,-79.0
40767.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,13,Ls,Blg,Lilltjära,Ltj,Röstbo,Rbo,2019-03-08 17:34:00,2019-03-08 17:40:00,2019-03-08 16:16:00,,2019-03-08 17:34:00.000,2019-03-08 16:26:00.000,0.0,,6,,,,-84.0,,,-84.0,Acm,Avky,Rbo,
40767.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,14,Ls,Blg,Röstbo,Rbo,Holmsveden,Hdn,2019-03-08 17:43:00,2019-03-08 17:50:00,2019-03-08 16:43:00,2019-03-08 16:37:00,2019-03-08 17:40:00.000,2019-03-08 16:16:00.000,3.0,21.0,7,6.0,-1.0,-66.0,-67.0,18.0,-66.0,-67.0,Acm,Avky,Hdn,-66.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,15,Ls,Blg,Holmsveden,Hdn,Lingbo,Lb,2019-03-08 17:50:00,2019-03-08 17:56:00,2019-03-08 16:49:00,2019-03-08 16:43:00,2019-03-08 17:50:00.000,2019-03-08 16:43:00.000,0.0,0.0,6,6.0,0.0,-67.0,-67.0,0.0,-67.0,-67.0,Acm,Avky,Lb,-67.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,16,Ls,Blg,Lingbo,Lb,Döljebro,Döl,2019-03-08 17:56:00,2019-03-08 17:59:00,2019-03-08 16:51:00,2019-03-08 16:49:00,2019-03-08 17:56:00.000,2019-03-08 16:49:00.000,0.0,0.0,3,2.0,-1.0,-67.0,-68.0,0.0,-67.0,-68.0,Acm,Avky,Döl,-67.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,17,Ls,Blg,Döljebro,Döl,Mo grindar,Mog,2019-03-08 17:59:00,2019-03-08 18:03:00,2019-03-08 16:58:00,2019-03-08 16:51:00,2019-03-08 17:59:00.000,2019-03-08 16:51:00.000,0.0,0.0,4,7.0,3.0,-68.0,-65.0,0.0,-68.0,-65.0,Acm,Avky,Mog,-68.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,18,Ls,Blg,Mo grindar,Mog,Ockelbo,Ob,2019-03-08 18:03:00,2019-03-08 18:07:00,2019-03-08 17:03:00,2019-03-08 16:58:00,2019-03-08 18:03:00.000,2019-03-08 16:58:00.000,0.0,0.0,4,5.0,1.0,-65.0,-64.0,0.0,-65.0,-64.0,Acm,Avky,Ob,-65.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,19,Ls,Blg,Ockelbo,Ob,Medskogsheden,Msn,2019-03-08 18:07:00,2019-03-08 18:17:00,2019-03-08 17:11:00,2019-03-08 17:03:00,2019-03-08 18:07:00.000,2019-03-08 17:03:00.000,0.0,0.0,10,8.0,-2.0,-64.0,-66.0,0.0,-64.0,-66.0,Acm,Avky,Msn,-64.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,20,Ls,Blg,Medskogsheden,Msn,Järbo,Jb,2019-03-08 18:17:00,2019-03-08 18:23:00,2019-03-08 17:17:00,2019-03-08 17:11:00,2019-03-08 18:17:00.000,2019-03-08 17:11:00.000,0.0,0.0,6,6.0,0.0,-66.0,-66.0,0.0,-66.0,-66.0,Acm,Avky,Jb,-66.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,21,Ls,Blg,Järbo,Jb,Åshammar,Åh,2019-03-08 18:23:00,2019-03-08 18:30:00,2019-03-08 17:22:00,2019-03-08 17:17:00,2019-03-08 18:23:00.000,2019-03-08 17:17:00.000,0.0,0.0,7,5.0,-2.0,-66.0,-68.0,0.0,-66.0,-68.0,Acm,Avky,Åh,-66.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,22,Ls,Blg,Åshammar,Åh,Storvik,Sv,2019-03-08 18:30:00,2019-03-08 18:36:00,2019-03-08 17:31:00,2019-03-08 17:22:00,2019-03-08 18:30:00.000,2019-03-08 17:22:00.000,0.0,0.0,6,9.0,3.0,-68.0,-65.0,0.0,-68.0,-65.0,Acm,Avky,Sv,-68.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,23,Ls,Blg,Storvik,Sv,Torsåker,Tså,2019-03-08 18:36:00,2019-03-08 18:42:00,2019-03-08 17:37:00,2019-03-08 17:31:00,2019-03-08 18:36:00.000,2019-03-08 17:31:00.000,0.0,0.0,6,6.0,0.0,-65.0,-65.0,0.0,-65.0,-65.0,Acm,Avky,Tså,-65.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,24,Ls,Blg,Torsåker,Tså,Hästbo,Hä,2019-03-08 18:42:00,2019-03-08 18:47:00,2019-03-08 17:42:00,2019-03-08 17:37:00,2019-03-08 18:42:00.000,2019-03-08 17:37:00.000,0.0,0.0,5,5.0,0.0,-65.0,-65.0,0.0,-65.0,-65.0,Acm,Avky,Hä,-65.0
40767.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,25,Ls,Blg,Hästbo,Hä,Dalgränsen,Dgn,2019-03-08 18:47:00,2019-03-08 18:53:00,2019-03-08 17:46:00,2019-03-08 17:42:00,2019-03-08 18:47:00.000,2019-03-08 17:42:00.000,0.0,0.0,6,4.0,-2.0,-65.0,-67.0,0.0,-65.0,-67.0,Acm,Avky,Dgn,-65.0
40767.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,26,Ls,Blg,Dalgränsen,Dgn,Byvalla,By,2019-03-08 18:59:00,2019-03-08 19:06:00,2019-03-08 17:49:00,2019-03-08 17:46:00,2019-03-08 18:53:00.000,2019-03-08 17:46:00.000,6.0,0.0,7,3.0,-4.0,-73.0,-77.0,-6.0,-73.0,-77.0,Acm,Avky,By,-73.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,27,Ls,Blg,Byvalla,By,Horndal,Hl,2019-03-08 19:06:00,2019-03-08 19:09:00,2019-03-08 17:52:00,2019-03-08 17:49:00,2019-03-08 19:06:00.000,2019-03-08 17:49:00.000,0.0,0.0,3,3.0,0.0,-77.0,-77.0,0.0,-77.0,-77.0,Acm,Avky,Hl,-77.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,28,Ls,Blg,Horndal,Hl,Horndals bruk,Hlr,2019-03-08 19:09:00,2019-03-08 19:10:00,2019-03-08 17:52:00,2019-03-08 17:52:00,2019-03-08 19:09:00.000,2019-03-08 17:52:00.000,0.0,0.0,1,0.0,-1.0,-77.0,-78.0,0.0,-77.0,-78.0,Acm,Avky,Hlr,-77.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,29,Ls,Blg,Horndals bruk,Hlr,Morshyttan,Mrs,2019-03-08 19:10:00,2019-03-08 19:13:00,2019-03-08 17:56:00,2019-03-08 17:52:00,2019-03-08 19:10:00.000,2019-03-08 17:52:00.000,0.0,0.0,3,4.0,1.0,-78.0,-77.0,0.0,-78.0,-77.0,Acm,Avky,Mrs,-78.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,30,Ls,Blg,Morshyttan,Mrs,Fors,Fs,2019-03-08 19:13:00,2019-03-08 19:18:00,2019-03-08 18:00:00,2019-03-08 17:56:00,2019-03-08 19:13:00.000,2019-03-08 17:56:00.000,0.0,0.0,5,4.0,-1.0,-77.0,-78.0,0.0,-77.0,-78.0,Acm,Avky,Fs,-77.0
40767.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,31,Ls,Blg,Fors,Fs,Jularbo,Ju,2019-03-08 19:18:00,2019-03-08 19:22:00,2019-03-08 18:04:00,2019-03-08 18:00:00,2019-03-08 19:18:00.000,2019-03-08 18:00:00.000,0.0,0.0,4,4.0,0.0,-78.0,-78.0,0.0,-78.0,-78.0,Acm,Avky,Ju,-78.0
40767.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,Uppehåll av teknisk/personalrelaterad typ,32,Ls,Blg,Jularbo,Ju,Avesta Krylbo,Avky,2019-03-08 19:22:00,2019-03-08 19:27:00,2019-03-08 18:09:00,2019-03-08 18:04:00,2019-03-08 19:22:00.000,2019-03-08 18:04:00.000,0.0,0.0,5,5.0,0.0,-78.0,-78.0,0.0,-78.0,-78.0,Acm,Avky,Avky,-78.0
40767.0,2019-03-15,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,1,Ls,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-15 20:08:00,2019-03-15 20:15:00,2019-03-15 21:32:00,2019-03-15 21:06:00,,,,,7,26.0,19.0,58.0,77.0,,58.0,77.0,Acm,Avky,Acm,58.0
40767.0,2019-03-15,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Ls,Blg,Ljusdal,Ls,Skästra,Skä,2019-03-15 15:55:00,2019-03-15 16:05:00,2019-03-15 17:57:00,2019-03-15 17:50:00,,,,,10,7.0,-3.0,115.0,112.0,,115.0,112.0,Acm,Avky,Skä,115.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,2,Ls,Blg,Skästra,Skä,Järvsö,Jr,2019-03-15 16:05:00,2019-03-15 16:08:00,2019-03-15 18:00:00,2019-03-15 17:57:00,2019-03-15 16:05:00.000,2019-03-15 17:57:00.000,0.0,0.0,3,3.0,0.0,112.0,112.0,0.0,112.0,112.0,Acm,Avky,Jr,112.0
40767.0,2019-03-15,GT,GODS,Passage,Uppehåll,0,-,0,-,2,Ls,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-15 20:15:00,2019-03-15 20:21:00,2019-03-15 21:38:00,,2019-03-15 20:15:00.000,2019-03-15 21:32:00.000,0.0,,6,,,,77.0,,,77.0,Acm,Avky,Snb,
40767.0,2019-03-15,GT,GODS,Uppehåll,Passage,0,-,0,-,3,Ls,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-15 21:03:00,2019-03-15 21:13:00,2019-03-15 21:45:00,2019-03-15 21:38:00,2019-03-15 20:21:00.000,2019-03-15 21:38:00.000,42.0,0.0,10,7.0,-3.0,35.0,32.0,-42.0,35.0,32.0,Acm,Avky,Hdm,35.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,3,Ls,Blg,Järvsö,Jr,Lörstrand,Lö,2019-03-15 16:08:00,2019-03-15 16:12:00,2019-03-15 18:09:00,2019-03-15 18:00:00,2019-03-15 16:08:00.000,2019-03-15 18:00:00.000,0.0,0.0,4,9.0,5.0,112.0,117.0,0.0,112.0,117.0,Acm,Avky,Lö,112.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,4,Ls,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-15 21:13:00,2019-03-15 21:19:00,2019-03-15 21:50:00,2019-03-15 21:45:00,2019-03-15 21:13:00.000,2019-03-15 21:45:00.000,0.0,0.0,6,5.0,-1.0,32.0,31.0,0.0,32.0,31.0,Acm,Avky,Vhy,32.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,4,Ls,Blg,Lörstrand,Lö,Karsjö,Ksö,2019-03-15 16:12:00,2019-03-15 16:16:00,2019-03-15 18:33:00,2019-03-15 18:09:00,2019-03-15 16:12:00.000,2019-03-15 18:09:00.000,0.0,0.0,4,24.0,20.0,117.0,137.0,0.0,117.0,137.0,Acm,Avky,Ksö,117.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,5,Ls,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-15 21:19:00,2019-03-15 21:25:00,2019-03-15 21:55:00,2019-03-15 21:50:00,2019-03-15 21:19:00.000,2019-03-15 21:50:00.000,0.0,0.0,6,5.0,-1.0,31.0,30.0,0.0,31.0,30.0,Acm,Avky,St,31.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,5,Ls,Blg,Karsjö,Ksö,Simeå,Små,2019-03-15 16:16:00,2019-03-15 16:24:00,2019-03-15 18:42:00,2019-03-15 18:33:00,2019-03-15 16:16:00.000,2019-03-15 18:33:00.000,0.0,0.0,8,9.0,1.0,137.0,138.0,0.0,137.0,138.0,Acm,Avky,Små,137.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,6,Ls,Blg,Säter,St,Gustafs,Gtf,2019-03-15 21:25:00,2019-03-15 21:33:00,2019-03-15 22:03:00,2019-03-15 21:55:00,2019-03-15 21:25:00.000,2019-03-15 21:55:00.000,0.0,0.0,8,8.0,0.0,30.0,30.0,0.0,30.0,30.0,Acm,Avky,Gtf,30.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,6,Ls,Blg,Simeå,Små,Vallsta,Vl,2019-03-15 16:24:00,2019-03-15 16:28:00,2019-03-15 18:46:00,2019-03-15 18:42:00,2019-03-15 16:24:00.000,2019-03-15 18:42:00.000,0.0,0.0,4,4.0,0.0,138.0,138.0,0.0,138.0,138.0,Acm,Avky,Vl,138.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,7,Ls,Blg,Vallsta,Vl,Arbrå,Ab,2019-03-15 16:28:00,2019-03-15 16:31:00,2019-03-15 18:53:00,2019-03-15 18:46:00,2019-03-15 16:28:00.000,2019-03-15 18:46:00.000,0.0,0.0,3,7.0,4.0,138.0,142.0,0.0,138.0,142.0,Acm,Avky,Ab,138.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,7,Ls,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-15 21:33:00,2019-03-15 21:37:00,2019-03-15 22:07:00,2019-03-15 22:03:00,2019-03-15 21:33:00.000,2019-03-15 22:03:00.000,0.0,0.0,4,4.0,0.0,30.0,30.0,0.0,30.0,30.0,Acm,Avky,Sau,30.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,8,Ls,Blg,Arbrå,Ab,Lottefors,Lot,2019-03-15 16:31:00,2019-03-15 16:35:00,2019-03-15 18:57:00,2019-03-15 18:53:00,2019-03-15 16:31:00.000,2019-03-15 18:53:00.000,0.0,0.0,4,4.0,0.0,142.0,142.0,0.0,142.0,142.0,Acm,Avky,Lot,142.0
40767.0,2019-03-15,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Ls,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-15 21:37:00,2019-03-15 21:43:00,2019-03-15 22:15:00,2019-03-15 22:07:00,2019-03-15 21:37:00.000,2019-03-15 22:07:00.000,0.0,0.0,6,8.0,2.0,30.0,32.0,0.0,30.0,32.0,Acm,Avky,Blg,30.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,9,Ls,Blg,Lottefors,Lot,Röste,Rte,2019-03-15 16:35:00,2019-03-15 16:38:00,2019-03-15 19:00:00,2019-03-15 18:57:00,2019-03-15 16:35:00.000,2019-03-15 18:57:00.000,0.0,0.0,3,3.0,0.0,142.0,142.0,0.0,142.0,142.0,Acm,Avky,Rte,142.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,10,Ls,Blg,Röste,Rte,Bollnäs,Bn,2019-03-15 16:38:00,2019-03-15 16:41:00,2019-03-15 19:03:00,,2019-03-15 16:38:00.000,2019-03-15 19:00:00.000,0.0,,3,,,,142.0,,,142.0,Acm,Avky,Bn,
40767.0,2019-03-15,GT,GODS,Passage,Uppehåll,0,-,0,-,11,Ls,Blg,Bollnäs,Bn,Kilafors,Kls,2019-03-15 16:41:00,2019-03-15 16:54:00,2019-03-15 19:15:00,2019-03-15 19:03:00,2019-03-15 16:41:00.000,2019-03-15 19:03:00.000,0.0,0.0,13,12.0,-1.0,142.0,141.0,0.0,142.0,141.0,Acm,Avky,Kls,142.0
40767.0,2019-03-15,GT,GODS,Uppehåll,Passage,0,-,0,-,12,Ls,Blg,Kilafors,Kls,Lilltjära,Ltj,2019-03-15 17:30:00,2019-03-15 17:34:00,2019-03-15 19:33:00,2019-03-15 19:19:00,2019-03-15 16:54:00.000,2019-03-15 19:15:00.000,36.0,4.0,4,14.0,10.0,109.0,119.0,-32.0,109.0,119.0,Acm,Avky,Ltj,109.0
40767.0,2019-03-15,GT,GODS,Passage,Uppehåll,0,-,0,-,13,Ls,Blg,Lilltjära,Ltj,Röstbo,Rbo,2019-03-15 17:34:00,2019-03-15 17:40:00,2019-03-15 19:27:00,,2019-03-15 17:34:00.000,2019-03-15 19:33:00.000,0.0,,6,,,,107.0,,,107.0,Acm,Avky,Rbo,
40767.0,2019-03-15,GT,GODS,Uppehåll,Passage,0,-,0,-,14,Ls,Blg,Röstbo,Rbo,Holmsveden,Hdn,2019-03-15 17:43:00,2019-03-15 17:50:00,2019-03-15 19:31:00,2019-03-15 19:27:00,2019-03-15 17:40:00.000,2019-03-15 19:27:00.000,3.0,0.0,7,4.0,-3.0,104.0,101.0,-3.0,104.0,101.0,Acm,Avky,Hdn,104.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,15,Ls,Blg,Holmsveden,Hdn,Lingbo,Lb,2019-03-15 17:50:00,2019-03-15 17:56:00,2019-03-15 19:38:00,2019-03-15 19:31:00,2019-03-15 17:50:00.000,2019-03-15 19:31:00.000,0.0,0.0,6,7.0,1.0,101.0,102.0,0.0,101.0,102.0,Acm,Avky,Lb,101.0
40767.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,16,Ls,Blg,Lingbo,Lb,Döljebro,Döl,2019-03-15 17:56:00,2019-03-15 17:59:00,2019-03-15 19:41:00,2019-03-15 19:38:00,2019-03-15 17:56:00.000,2019-03-15 19:38:00.000,0.0,0.0,3,3.0,0.0,102.0,102.0,0.0,102.0,102.0,Acm,Avky,Döl,102.0
