,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
243706,1295,3/31/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,46:00.0,41:00.0,38:00.0,40:00.0,1,1,4,5,1,2,3,0
249515,1293,3/30/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,57:00.0,52:00.0,52:00.0,52:00.0,0,0,4,5,1,60,61,0
250727,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,31:00.0,29:00.0,14:00.0,27:00.0,1,2,3,2,-1,14,13,1
254153,1295,3/16/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,25:00.0,23:00.0,24:00.0,23:00.0,0,0,4,2,-2,-1,-3,0
259180,1293,3/12/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
259182,1293,3/21/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
259184,1293,3/26/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
259684,1293,3/20/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,52:00.0,,47:00.0,48:00.0,0,,3,,,-1,2,
265143,1293,3/5/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
274247,1295,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,02:00.0,02:00.0,02:00.0,0,0,3,3,0,0,0,0
275802,1293,3/4/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
278063,1289,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
279193,1291,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,00:00.0,59:00.0,56:00.0,58:00.0,1,1,1,1,0,2,2,0
284997,1293,3/20/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,00:00.0,58:00.0,58:00.0,58:00.0,0,0,2,2,0,0,0,0
285000,1293,3/9/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,00:00.0,58:00.0,58:00.0,58:00.0,0,0,2,2,0,0,0,0
286602,1293,3/19/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
297164,1293,3/15/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
303165,1293,3/13/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,32:00.0,28:00.0,28:00.0,25:00.0,1,3,5,4,-1,-1,-2,2
303706,1293,3/25/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,32:00.0,27:00.0,28:00.0,25:00.0,1,2,5,5,0,-2,-2,1
307617,1291,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
315552,1293,3/16/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,00:00.0,58:00.0,58:00.0,58:00.0,0,0,2,2,0,0,0,0
317704,1295,3/16/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
325253,1295,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,42:00.0,1,2,3,2,-1,0,-1,1
325256,1295,3/2/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,42:00.0,1,2,3,2,-1,0,-1,1
327182,1293,3/7/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
327183,1293,3/27/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
327184,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
332539,1293,3/4/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,42:00.0,37:00.0,28:00.0,36:00.0,1,1,5,5,0,8,8,0
334553,1293,3/1/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,37:00.0,1,2,4,3,-1,0,-1,1
334607,1293,3/23/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,37:00.0,1,2,4,3,-1,0,-1,1
334608,1293,3/22/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,37:00.0,1,2,4,3,-1,0,-1,1
349765,1291,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
351323,1295,3/30/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,43:00.0,39:00.0,38:00.0,37:00.0,1,2,4,4,0,0,0,1
358777,1295,3/31/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,02:00.0,57:00.0,52:00.0,57:00.0,0,0,4,5,1,5,6,0
360704,1293,3/6/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,30:00.0,27:00.0,24:00.0,27:00.0,0,0,4,3,-1,3,2,0
362676,1293,3/28/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,40:00.0,37:00.0,24:00.0,37:00.0,0,0,4,3,-1,13,12,0
367231,1295,3/17/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
369164,1289,3/10/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
383802,1289,3/31/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
404489,1293,3/29/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,27:00.0,25:00.0,21:00.0,24:00.0,1,1,2,2,0,3,3,0
405422,1293,3/2/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,38:00.0,33:00.0,34:00.0,33:00.0,0,0,4,5,1,-1,0,0
408747,1293,3/27/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,25:00.0,23:00.0,21:00.0,22:00.0,1,1,2,2,0,1,1,0
412754,1293,3/7/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,27:00.0,26:00.0,19:00.0,26:00.0,0,0,2,1,-1,7,6,0
418472,1293,3/21/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
418474,1293,3/13/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
418475,1293,3/19/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
418674,1289,3/31/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,47:00.0,47:00.0,47:00.0,47:00.0,0,0,0,0,0,0,0,0
419751,1295,3/23/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,47:00.0,46:00.0,47:00.0,46:00.0,0,0,0,1,1,-1,0,0
420350,1293,3/7/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,14:00.0,10:00.0,05:00.0,05:00.0,2,5,2,4,2,3,5,3
423954,1293,3/13/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,25:00.0,23:00.0,24:00.0,23:00.0,0,0,4,2,-2,-1,-3,0
425929,1295,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,46:00.0,47:00.0,46:00.0,0,0,0,0,0,-1,-1,0
429587,1293,3/7/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,56:00.0,56:00.0,50:00.0,55:00.0,1,1,1,0,-1,5,4,0
435629,1293,3/20/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,27:00.0,24:00.0,21:00.0,24:00.0,1,0,2,3,1,2,3,-1
437603,1293,3/12/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
437604,1293,3/11/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
437605,1293,3/4/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,55:00.0,55:00.0,47:00.0,55:00.0,0,0,0,0,0,8,8,0
437606,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
440224,1295,3/16/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
446939,1293,3/21/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,27:00.0,23:00.0,24:00.0,23:00.0,0,0,4,4,0,-1,-1,0
453825,1293,3/6/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,27:00.0,25:00.0,21:00.0,23:00.0,1,2,2,2,0,3,3,1
457130,1295,3/16/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,54:00.0,50:00.0,52:00.0,50:00.0,0,0,4,4,0,-2,-2,0
464434,1293,3/7/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,48:00.0,44:00.0,38:00.0,43:00.0,1,1,4,4,0,5,5,0
481408,1295,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,33:00.0,28:00.0,28:00.0,27:00.0,1,1,5,5,0,-1,-1,0
484710,1293,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,52:00.0,52:00.0,50:00.0,51:00.0,1,1,1,0,-1,61,60,0
500241,1289,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,49:00.0,,47:00.0,46:00.0,0,,3,,,3,-1,
505227,1293,3/22/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,47:00.0,46:00.0,47:00.0,46:00.0,0,0,0,1,1,-1,0,0
510455,1293,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,47:00.0,47:00.0,47:00.0,47:00.0,0,0,0,0,0,60,60,0
512105,1295,3/16/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
512173,1289,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
514035,1289,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,49:00.0,,47:00.0,46:00.0,0,,3,,,0,-1,
516192,1291,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,02:00.0,02:00.0,02:00.0,0,0,3,3,0,0,0,0
526671,1293,3/22/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,02:00.0,02:00.0,02:00.0,0,0,3,2,-1,0,-1,0
526672,1293,3/1/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,02:00.0,02:00.0,02:00.0,0,0,3,2,-1,0,-1,0
533887,1293,3/1/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,27:00.0,24:00.0,24:00.0,24:00.0,0,0,4,3,-1,0,-1,0
539706,1291,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,57:00.0,1,1,1,0,-1,1,0,0
540309,1293,3/29/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,57:00.0,55:00.0,54:00.0,55:00.0,0,0,2,2,0,1,1,0
543118,1295,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,58:00.0,56:00.0,57:00.0,1,1,1,1,0,1,1,0
543644,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,59:00.0,57:00.0,43:00.0,55:00.0,1,2,3,2,-1,13,12,1
546779,1293,3/14/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,22:00.0,20:00.0,18:00.0,20:00.0,0,0,1,2,1,2,3,0
547212,1293,3/11/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,25:00.0,22:00.0,24:00.0,22:00.0,0,0,4,3,-1,-2,-3,0
553553,1291,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,18:00.0,19:00.0,18:00.0,0,0,2,2,0,-1,-1,0
553887,1291,3/31/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
554544,1293,3/1/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,56:00.0,54:00.0,,,,,1,2,1,1,2,
554625,1291,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,32:00.0,28:00.0,28:00.0,26:00.0,1,2,5,4,-1,-1,-2,1
555040,1291,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,58:00.0,56:00.0,54:00.0,56:00.0,0,0,2,2,0,2,2,0
556299,1291,3/3/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,56:00.0,52:00.0,52:00.0,52:00.0,0,0,4,4,0,0,0,0
558322,1293,3/27/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,38:00.0,33:00.0,34:00.0,33:00.0,0,0,4,5,1,-1,0,0
574271,1289,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,58:00.0,57:00.0,54:00.0,57:00.0,0,0,2,1,-1,3,2,0
575314,1293,3/28/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,27:00.0,25:00.0,09:00.0,23:00.0,1,2,4,2,-2,15,13,1
577407,1295,3/2/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
577408,1295,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
577410,1295,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
580652,1293,3/27/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,15:00.0,12:00.0,09:00.0,11:00.0,1,1,4,3,-1,2,1,0
580664,1295,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,04:00.0,2,3,2,2,0,0,0,1
580665,1295,3/30/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,05:00.0,2,2,2,2,0,0,0,0
581613,1295,3/10/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,14:00.0,12:00.0,05:00.0,08:00.0,2,4,2,2,0,5,5,2
582874,1293,3/13/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,13:00.0,1,1,3,2,-1,-1,-2,0
583098,1293,3/6/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,22:00.0,20:00.0,18:00.0,20:00.0,0,0,1,2,1,2,3,0
586186,1293,3/6/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,50:00.0,50:00.0,47:00.0,50:00.0,0,0,0,0,0,3,3,0
587309,1289,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,12:00.0,1,2,3,2,-1,-1,-2,1
589113,1293,3/5/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,01:00.0,02:00.0,01:00.0,0,0,3,3,0,-1,-1,0
589866,1291,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,2,1,-1,0,-1,0
